deltaP,Umax,Re,Cu,n,Nu0,NuInf,Lambda,AvgOmega,AvgNu,AvgVel,AvgP,PG,q,AvgVelOut
0.000100,6.93E-06,0.00692531,15,0.3,0.4,0,866387000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,5.93E-06,0.00474307,15,0.3,0.5,0,1012000000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,5.32E-06,0.00354488,15,0.3,0.6,0,1128390000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,4.91E-06,0.00280428,15,0.3,0.7,0,1222620000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,4.58E-06,0.00229239,15,0.3,0.8,0,1308680000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000500,0.000118755,0.475019,15,0.3,0.1,0,50524300,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,6.15E-05,0.122916,15,0.3,0.2,0,97628000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,4.33E-05,0.0577033,15,0.3,0.3,0,138640000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,3.47E-05,0.0346592,15,0.3,0.4,0,173114000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.97E-05,0.0237377,15,0.3,0.5,0,202210000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.66E-05,0.0177319,15,0.3,0.6,0,225583000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.45E-05,0.0140273,15,0.3,0.7,0,244421000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.29E-05,0.0114667,15,0.3,0.8,0,261626000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.001000,0.000237786,0.951144,15,0.3,0.1,0,25232800,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,0.00012306,0.24612,15,0.3,0.2,0,48756700,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,8.67E-05,0.115543,15,0.3,0.3,0,69238600,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,6.94E-05,0.0694,15,0.3,0.4,0,86455400,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.94E-05,0.0475313,15,0.3,0.5,0,100986000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.32E-05,0.0354824,15,0.3,0.6,0,112732000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.91E-05,0.0280693,15,0.3,0.7,0,122147000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.59E-05,0.0229454,15,0.3,0.8,0,130745000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.005000,0.00120011,4.80045,15,0.3,0.1,0,4999530,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000621134,1.24227,15,0.3,0.2,0,9659750,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000437406,0.583208,15,0.3,0.3,0,13717200,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000350302,0.350302,15,0.3,0.4,0,17128100,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000299895,0.239916,15,0.3,0.5,0,20007000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000267246,0.178164,15,0.3,0.6,0,22451200,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000246642,0.140938,15,0.3,0.7,0,24326800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000230416,0.115208,15,0.3,0.8,0,26039800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.010000,0.00242878,9.71511,15,0.3,0.1,0,2470380,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00125717,2.51434,15,0.3,0.2,0,4772620,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000885338,1.18045,15,0.3,0.3,0,6777070,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000709038,0.709038,15,0.3,0.4,0,8462170,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000607007,0.485605,15,0.3,0.5,0,9884570,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000539938,0.359959,15,0.3,0.6,0,11112400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000495896,0.283369,15,0.3,0.7,0,12099300,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00046326,0.23163,15,0.3,0.8,0,12951700,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.000010,2.37E-06,0.00948956,15,0.4,0.1,0,2529100000,0.647522,0.348117,2.27E-05,0.998781,2.51E-08,0.00959425,2.41E-05
0.000010,1.23E-06,0.00245549,15,0.4,0.2,0,4887010000,0.638007,0.355794,2.10E-05,0.998781,2.51E-08,0.00871866,2.19E-05
0.000010,8.65E-07,0.00115274,15,0.4,0.3,0,6940000000,0.63048,0.362031,1.97E-05,0.998781,2.51E-08,0.0081097,2.04E-05
0.000010,6.92E-07,0.000692385,15,0.4,0.4,0,8665710000,0.623258,0.368157,1.86E-05,0.998781,2.51E-08,0.00760086,1.91E-05
0.000010,5.93E-07,0.000474207,15,0.4,0.5,0,10122200000,0.616755,0.373797,1.76E-05,0.998781,2.51E-08,0.00715232,1.80E-05
0.000010,5.32E-07,0.000354454,15,0.4,0.6,0,11285000000,0.611814,0.378161,1.66E-05,0.998781,2.51E-08,0.00673137,1.69E-05
0.000010,4.91E-07,0.000280402,15,0.4,0.7,0,12227300000,0.606581,0.382861,1.57E-05,0.998781,2.51E-08,0.00633659,1.59E-05
0.000010,4.58E-07,0.000229218,15,0.4,0.8,0,13088000000,0.601451,0.387549,1.48E-05,0.998781,2.51E-08,0.0059813,1.50E-05
0.000050,1.19E-05,0.0474522,15,0.4,0.1,0,505772000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,6.14E-06,0.0122786,15,0.4,0.2,0,977310000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,4.32E-06,0.00576423,15,0.4,0.3,0,1387870000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,3.46E-06,0.00346225,15,0.4,0.4,0,1732980000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.96E-06,0.00237126,15,0.4,0.5,0,2024240000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.66E-06,0.00177234,15,0.4,0.6,0,2256900000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.45E-06,0.00140207,15,0.4,0.7,0,2445370000,0.618753,0.372051,6.68E-05,0.998745,1.25E-07,0.099871,0.000250932
0.000050,2.29E-06,0.00114614,15,0.4,0.8,0,2617490000,0.613058,0.377055,6.62E-05,0.998734,1.25E-07,0.0518705,0.000130328
0.000100,2.37E-05,0.0949154,15,0.4,0.1,0,252857000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,1.23E-05,0.0245601,15,0.4,0.2,0,488598000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,8.65E-06,0.0115298,15,0.4,0.3,0,693854000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,6.93E-06,0.00692531,15,0.4,0.4,0,866387000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,5.93E-06,0.00474307,15,0.4,0.5,0,1012000000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,5.32E-06,0.00354488,15,0.4,0.6,0,1128390000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,4.91E-06,0.00280428,15,0.4,0.7,0,1222620000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,4.58E-06,0.00229239,15,0.4,0.8,0,1308680000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000500,0.000118755,0.475019,15,0.4,0.1,0,50524300,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,6.15E-05,0.122916,15,0.4,0.2,0,97628000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,4.33E-05,0.0577033,15,0.4,0.3,0,138640000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,3.47E-05,0.0346592,15,0.4,0.4,0,173114000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.97E-05,0.0237377,15,0.4,0.5,0,202210000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.66E-05,0.0177319,15,0.4,0.6,0,225583000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.45E-05,0.0140273,15,0.4,0.7,0,244421000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.29E-05,0.0114667,15,0.4,0.8,0,261626000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.001000,0.000237786,0.951144,15,0.4,0.1,0,25232800,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,0.00012306,0.24612,15,0.4,0.2,0,48756700,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,8.67E-05,0.115543,15,0.4,0.3,0,69238600,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,6.94E-05,0.0694,15,0.4,0.4,0,86455400,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.94E-05,0.0475313,15,0.4,0.5,0,100986000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.32E-05,0.0354824,15,0.4,0.6,0,112732000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.91E-05,0.0280693,15,0.4,0.7,0,122147000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.59E-05,0.0229454,15,0.4,0.8,0,130745000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.005000,0.00120011,4.80045,15,0.4,0.1,0,4999530,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000621134,1.24227,15,0.4,0.2,0,9659750,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000437406,0.583208,15,0.4,0.3,0,13717200,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000350302,0.350302,15,0.4,0.4,0,17128100,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000299895,0.239916,15,0.4,0.5,0,20007000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000267246,0.178164,15,0.4,0.6,0,22451200,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000246642,0.140938,15,0.4,0.7,0,24326800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000230416,0.115208,15,0.4,0.8,0,26039800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.010000,0.00242878,9.71511,15,0.4,0.1,0,2470380,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00125717,2.51434,15,0.4,0.2,0,4772620,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000885338,1.18045,15,0.4,0.3,0,6777070,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000709038,0.709038,15,0.4,0.4,0,8462170,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000607007,0.485605,15,0.4,0.5,0,9884570,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000539938,0.359959,15,0.4,0.6,0,11112400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000495896,0.283369,15,0.4,0.7,0,12099300,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00046326,0.23163,15,0.4,0.8,0,12951700,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.000010,2.37E-06,0.00948956,15,0.5,0.1,0,2529100000,0.637847,0.355925,1.35E-05,0.998781,2.51E-08,0.00545204,1.37E-05
0.000010,1.23E-06,0.00245549,15,0.5,0.2,0,4887010000,0.618496,0.372275,1.00E-05,0.998781,2.51E-08,0.00402912,1.01E-05
0.000010,8.65E-07,0.00115274,15,0.5,0.3,0,6940000000,0.596373,0.392267,7.82E-06,0.998781,2.51E-08,0.00314592,7.90E-06
0.000010,6.92E-07,0.000692385,15,0.5,0.4,0,8665710000,0.576481,0.411555,6.25E-06,0.998781,2.51E-08,0.00251087,6.31E-06
0.000010,5.93E-07,0.000474207,15,0.5,0.5,0,10122200000,0.559957,0.428618,5.06E-06,0.998781,2.51E-08,0.00203478,5.11E-06
0.000010,5.32E-07,0.000354454,15,0.5,0.6,0,11285000000,0.546679,0.443075,4.13E-06,0.998781,2.51E-08,0.00166127,4.17E-06
0.000010,4.91E-07,0.000280402,15,0.5,0.7,0,12227300000,0.535789,0.455469,3.41E-06,0.998781,2.51E-08,0.00136899,3.44E-06
0.000010,4.58E-07,0.000229218,15,0.5,0.8,0,13088000000,0.52624,0.466758,2.85E-06,0.998781,2.51E-08,0.00114678,2.88E-06
0.000050,1.19E-05,0.0474522,15,0.5,0.1,0,505772000,0.639162,0.35485,6.22E-05,0.998733,1.25E-07,0.0309887,7.79E-05
0.000050,6.14E-06,0.0122786,15,0.5,0.2,0,977310000,0.61927,0.371602,4.80E-05,0.998732,1.25E-07,0.0193604,4.86E-05
0.000050,4.32E-06,0.00576423,15,0.5,0.3,0,1387870000,0.596934,0.391742,3.82E-05,0.998732,1.25E-07,0.0153783,3.86E-05
0.000050,3.46E-06,0.00346225,15,0.5,0.4,0,1732980000,0.576717,0.411318,3.08E-05,0.998732,1.25E-07,0.0123953,3.11E-05
0.000050,2.96E-06,0.00237126,15,0.5,0.5,0,2024240000,0.560012,0.428559,2.51E-05,0.998732,1.25E-07,0.0101007,2.54E-05
0.000050,2.66E-06,0.00177234,15,0.5,0.6,0,2256900000,0.546677,0.443078,2.06E-05,0.998732,1.25E-07,0.00827335,2.08E-05
0.000050,2.45E-06,0.00140207,15,0.5,0.7,0,2445370000,0.535805,0.455451,1.70E-05,0.998731,1.25E-07,0.00682986,1.72E-05
0.000050,2.29E-06,0.00114614,15,0.5,0.8,0,2617490000,0.526268,0.466724,1.43E-05,0.998731,1.25E-07,0.0057267,1.44E-05
0.000100,2.37E-05,0.0949154,15,0.5,0.1,0,252857000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,1.23E-05,0.0245601,15,0.5,0.2,0,488598000,0.619684,0.371242,8.89E-05,0.998672,2.51E-07,0.0372889,9.37E-05
0.000100,8.65E-06,0.0115298,15,0.5,0.3,0,693854000,0.597696,0.39103,7.28E-05,0.998671,2.51E-07,0.0293446,7.37E-05
0.000100,6.93E-06,0.00692531,15,0.5,0.4,0,866387000,0.577168,0.410866,5.98E-05,0.99867,2.51E-07,0.024063,6.05E-05
0.000100,5.93E-06,0.00474307,15,0.5,0.5,0,1012000000,0.560172,0.428389,4.94E-05,0.99867,2.51E-07,0.0198403,4.99E-05
0.000100,5.32E-06,0.00354488,15,0.5,0.6,0,1128390000,0.546754,0.442992,4.07E-05,0.99867,2.51E-07,0.0163739,4.11E-05
0.000100,4.91E-06,0.00280428,15,0.5,0.7,0,1222620000,0.535796,0.45546,3.38E-05,0.998669,2.51E-07,0.0135789,3.41E-05
0.000100,4.58E-06,0.00229239,15,0.5,0.8,0,1308680000,0.526277,0.466714,2.84E-05,0.998669,2.51E-07,0.0114149,2.87E-05
0.000500,0.000118755,0.475019,15,0.5,0.1,0,50524300,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,6.15E-05,0.122916,15,0.5,0.2,0,97628000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,4.33E-05,0.0577033,15,0.5,0.3,0,138640000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,3.47E-05,0.0346592,15,0.5,0.4,0,173114000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.97E-05,0.0237377,15,0.5,0.5,0,202210000,0.560799,0.427724,0.000201717,0.998184,1.25E-06,0.0876942,0.000220337
0.000500,2.66E-05,0.0177319,15,0.5,0.6,0,225583000,0.546543,0.443228,0.000176143,0.99818,1.25E-06,0.0712074,0.000178913
0.000500,2.45E-05,0.0140273,15,0.5,0.7,0,244421000,0.535452,0.45586,0.000153058,0.998176,1.25E-06,0.0615578,0.000154668
0.000500,2.29E-05,0.0114667,15,0.5,0.8,0,261626000,0.526007,0.467039,0.000133055,0.998173,1.25E-06,0.0534764,0.000134363
0.001000,0.000237786,0.951144,15,0.5,0.1,0,25232800,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,0.00012306,0.24612,15,0.5,0.2,0,48756700,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,8.67E-05,0.115543,15,0.5,0.3,0,69238600,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,6.94E-05,0.0694,15,0.5,0.4,0,86455400,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.94E-05,0.0475313,15,0.5,0.5,0,100986000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.32E-05,0.0354824,15,0.5,0.6,0,112732000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.91E-05,0.0280693,15,0.5,0.7,0,122147000,0.535266,0.456076,0.000271506,0.997567,2.51E-06,0.111378,0.000279845
0.001000,4.59E-05,0.0229454,15,0.5,0.8,0,130745000,0.525581,0.467552,0.000242153,0.99756,2.51E-06,0.097749,0.0002456
0.005000,0.00120011,4.80045,15,0.5,0.1,0,4999530,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000621134,1.24227,15,0.5,0.2,0,9659750,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000437406,0.583208,15,0.5,0.3,0,13717200,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000350302,0.350302,15,0.5,0.4,0,17128100,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000299895,0.239916,15,0.5,0.5,0,20007000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000267246,0.178164,15,0.5,0.6,0,22451200,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000246642,0.140938,15,0.5,0.7,0,24326800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000230416,0.115208,15,0.5,0.8,0,26039800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.010000,0.00242878,9.71511,15,0.5,0.1,0,2470380,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00125717,2.51434,15,0.5,0.2,0,4772620,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000885338,1.18045,15,0.5,0.3,0,6777070,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000709038,0.709038,15,0.5,0.4,0,8462170,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000607007,0.485605,15,0.5,0.5,0,9884570,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000539938,0.359959,15,0.5,0.6,0,11112400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000495896,0.283369,15,0.5,0.7,0,12099300,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00046326,0.23163,15,0.5,0.8,0,12951700,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.000010,2.37E-06,0.00948956,15,0.6,0.1,0,2529100000,0.607706,0.381844,3.49E-06,0.998781,2.51E-08,0.00140375,3.53E-06
0.000010,1.23E-06,0.00245549,15,0.6,0.2,0,4887010000,0.566437,0.421807,1.78E-06,0.998781,2.51E-08,0.000714525,1.80E-06
0.000010,8.65E-07,0.00115274,15,0.6,0.3,0,6940000000,0.538782,0.452013,1.16E-06,0.998781,2.51E-08,0.00046762,1.17E-06
0.000010,6.92E-07,0.000692385,15,0.6,0.4,0,8665710000,0.517084,0.477974,8.47E-07,0.998781,2.51E-08,0.000340923,8.57E-07
0.000010,5.93E-07,0.000474207,15,0.6,0.5,0,10122200000,0.498265,0.502322,6.57E-07,0.998781,2.51E-08,0.000264331,6.64E-07
0.000010,5.32E-07,0.000354454,15,0.6,0.6,0,11285000000,0.481955,0.524961,5.28E-07,0.998781,2.51E-08,0.000212472,5.34E-07
0.000010,4.91E-07,0.000280402,15,0.6,0.7,0,12227300000,0.467048,0.547036,4.36E-07,0.998781,2.51E-08,0.000175488,4.41E-07
0.000010,4.58E-07,0.000229218,15,0.6,0.8,0,13088000000,0.453166,0.568899,3.69E-07,0.998781,2.51E-08,0.000148658,3.74E-07
0.000050,1.19E-05,0.0474522,15,0.6,0.1,0,505772000,0.607689,0.38186,1.74E-05,0.998732,1.25E-07,0.00700385,1.76E-05
0.000050,6.14E-06,0.0122786,15,0.6,0.2,0,977310000,0.566448,0.421796,8.88E-06,0.998732,1.25E-07,0.00357196,8.97E-06
0.000050,4.32E-06,0.00576423,15,0.6,0.3,0,1387870000,0.538786,0.452008,5.81E-06,0.998731,1.25E-07,0.00233809,5.87E-06
0.000050,3.46E-06,0.00346225,15,0.6,0.4,0,1732980000,0.517088,0.477968,4.24E-06,0.998731,1.25E-07,0.00170469,4.28E-06
0.000050,2.96E-06,0.00237126,15,0.6,0.5,0,2024240000,0.498313,0.502257,3.28E-06,0.998731,1.25E-07,0.00132174,3.32E-06
0.000050,2.66E-06,0.00177234,15,0.6,0.6,0,2256900000,0.481948,0.524971,2.64E-06,0.998731,1.25E-07,0.00106248,2.67E-06
0.000050,2.45E-06,0.00140207,15,0.6,0.7,0,2445370000,0.467043,0.547043,2.18E-06,0.99873,1.25E-07,0.000877541,2.20E-06
0.000050,2.29E-06,0.00114614,15,0.6,0.8,0,2617490000,0.453167,0.568898,1.85E-06,0.99873,1.25E-07,0.000743381,1.87E-06
0.000100,2.37E-05,0.0949154,15,0.6,0.1,0,252857000,0.60775,0.381804,3.46E-05,0.998671,2.51E-07,0.0139287,3.50E-05
0.000100,1.23E-05,0.0245601,15,0.6,0.2,0,488598000,0.566458,0.421786,1.77E-05,0.99867,2.51E-07,0.00714043,1.79E-05
0.000100,8.65E-06,0.0115298,15,0.6,0.3,0,693854000,0.538791,0.452002,1.16E-05,0.998669,2.51E-07,0.00467592,1.17E-05
0.000100,6.93E-06,0.00692531,15,0.6,0.4,0,866387000,0.517091,0.477965,8.47E-06,0.998668,2.51E-07,0.00340953,8.57E-06
0.000100,5.93E-06,0.00474307,15,0.6,0.5,0,1012000000,0.498267,0.502318,6.57E-06,0.998668,2.51E-07,0.00264369,6.64E-06
0.000100,5.32E-06,0.00354488,15,0.6,0.6,0,1128390000,0.481944,0.524976,5.28E-06,0.998668,2.51E-07,0.00212524,5.34E-06
0.000100,4.91E-06,0.00280428,15,0.6,0.7,0,1222620000,0.467041,0.547047,4.36E-06,0.998667,2.51E-07,0.00175533,4.41E-06
0.000100,4.58E-06,0.00229239,15,0.6,0.8,0,1308680000,0.453167,0.568898,3.70E-06,0.998667,2.51E-07,0.00148698,3.74E-06
0.000500,0.000118755,0.475019,15,0.6,0.1,0,50524300,0.607715,0.381836,0.000157513,0.998182,1.25E-06,0.0634727,0.000159479
0.000500,6.15E-05,0.122916,15,0.6,0.2,0,97628000,0.5665,0.421742,8.76E-05,0.998173,1.25E-06,0.0352562,8.86E-05
0.000500,4.33E-05,0.0577033,15,0.6,0.3,0,138640000,0.538814,0.451976,5.80E-05,0.99817,1.25E-06,0.0233307,5.86E-05
0.000500,3.47E-05,0.0346592,15,0.6,0.4,0,173114000,0.517113,0.477938,4.23E-05,0.998167,1.25E-06,0.0170455,4.28E-05
0.000500,2.97E-05,0.0237377,15,0.6,0.5,0,202210000,0.498288,0.502291,3.28E-05,0.998165,1.25E-06,0.0132246,3.32E-05
0.000500,2.66E-05,0.0177319,15,0.6,0.6,0,225583000,0.481947,0.524972,2.64E-05,0.998163,1.25E-06,0.010637,2.67E-05
0.000500,2.45E-05,0.0140273,15,0.6,0.7,0,244421000,0.467052,0.54703,2.18E-05,0.998161,1.25E-06,0.00878657,2.21E-05
0.000500,2.29E-05,0.0114667,15,0.6,0.8,0,261626000,0.453175,0.568885,1.85E-05,0.99816,1.25E-06,0.00744375,1.87E-05
0.001000,0.000237786,0.951144,15,0.6,0.1,0,25232800,0.607792,0.381766,0.000280242,0.997578,2.51E-06,0.114915,0.000288732
0.001000,0.00012306,0.24612,15,0.6,0.2,0,48756700,0.566404,0.421841,0.000170251,0.997555,2.51E-06,0.0685613,0.000172264
0.001000,8.67E-05,0.115543,15,0.6,0.3,0,69238600,0.538807,0.451985,0.00011514,0.997546,2.51E-06,0.0463704,0.000116509
0.001000,6.94E-05,0.0694,15,0.6,0.4,0,86455400,0.517128,0.477919,8.45E-05,0.99754,2.51E-06,0.0340479,8.55E-05
0.001000,5.94E-05,0.0475313,15,0.6,0.5,0,100986000,0.498307,0.502265,6.57E-05,0.997535,2.51E-06,0.026454,6.65E-05
0.001000,5.32E-05,0.0354824,15,0.6,0.6,0,112732000,0.481969,0.524941,5.29E-05,0.997532,2.51E-06,0.0212976,5.35E-05
0.001000,4.91E-05,0.0280693,15,0.6,0.7,0,122147000,0.46706,0.547018,4.37E-05,0.997528,2.51E-06,0.0175967,4.42E-05
0.001000,4.59E-05,0.0229454,15,0.6,0.8,0,130745000,0.453214,0.568821,3.70E-05,0.997526,2.51E-06,0.0149091,3.75E-05
0.005000,0.00120011,4.80045,15,0.6,0.1,0,4999530,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000621134,1.24227,15,0.6,0.2,0,9659750,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000437406,0.583208,15,0.6,0.3,0,13717200,0.538093,0.452805,0.000521523,0.992586,1.25E-05,0.211401,0.000531158
0.005000,0.000350302,0.350302,15,0.6,0.4,0,17128100,0.516783,0.478349,0.000406025,0.992537,1.25E-05,0.164382,0.00041302
0.005000,0.000299895,0.239916,15,0.6,0.5,0,20007000,0.498216,0.502387,0.000323295,0.992505,1.25E-05,0.130913,0.000328928
0.005000,0.000267246,0.178164,15,0.6,0.6,0,22451200,0.481853,0.525107,0.000263801,0.992483,1.25E-05,0.106854,0.000268476
0.005000,0.000246642,0.140938,15,0.6,0.7,0,24326800,0.467069,0.547004,0.000218933,0.992465,1.25E-05,0.0886988,0.000222861
0.005000,0.000230416,0.115208,15,0.6,0.8,0,26039800,0.453238,0.568782,0.000185861,0.992451,1.25E-05,0.0753138,0.000189231
0.010000,0.00242878,9.71511,15,0.6,0.1,0,2470380,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00125717,2.51434,15,0.6,0.2,0,4772620,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000885338,1.18045,15,0.6,0.3,0,6777070,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000709038,0.709038,15,0.6,0.4,0,8462170,0.515899,0.479455,0.000761246,0.986313,2.51E-05,0.311152,0.000781788
